2.125e-22,0.61738,1.7e-05,1e-06,0.3826,3e-06
2.7392e-26,3.3e-05,2.7392e-26,2.7392e-26,0.99997,2.7392e-26
3.6047e-50,3.6047e-50,3.6047e-50,3.6047e-50,1,3.6047e-50
